,math score,reading score,writing score,gender_male,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_standard,test preparation course_none
290,76,0.031640654187992986,-0.022216658997580244,True,False,True,False,False,False,False,False,False,False,True,True
291,86,0.25701402899074355,0.11707273910636999,True,False,False,True,False,False,False,False,False,True,True,True
292,63,-1.0675827619988856e-15,0.047428040054394875,True,False,True,False,False,False,False,False,False,False,True,False
293,65,0.25701402899074355,0.46529623436624556,False,False,False,False,True,True,False,False,False,False,True,True
294,78,-1.0675827619988856e-15,0.8135197296261212,True,False,False,True,False,False,True,False,False,False,False,False
295,67,-0.5693550119526752,-0.5793742514133812,True,True,False,False,False,False,False,False,False,False,False,True
296,46,-1.0675827619988856e-15,0.047428040054394875,True,False,False,False,False,False,False,False,False,False,True,False
297,71,0.33213848725832706,-0.022216658997580244,True,False,False,False,True,False,False,False,False,False,True,False
298,40,-1.7713463442340116,-1.2758212419331323,True,False,True,False,False,False,True,False,False,False,False,False
299,90,-1.0675827619988856e-15,0.047428040054394875,True,False,False,True,False,False,False,False,False,False,False,True
300,81,0.6326363203286612,0.8831644286780963,True,False,False,False,False,False,False,False,True,False,False,False
301,56,-1.1703506780933435,-1.136531843829182,True,False,False,True,False,False,False,False,False,True,False,True
302,67,1.0833830699341624,0.8831644286780963,False,False,True,False,False,False,False,False,False,False,True,False
303,80,0.48238740379349415,-0.30079545520548073,True,True,False,False,False,False,False,False,False,False,True,True
304,74,0.40726294552591064,1.0224538267820464,False,False,True,False,False,False,False,False,False,False,True,False
305,69,-0.1937327206147576,0.047428040054394875,True,False,False,False,False,False,False,False,True,False,True,True
306,99,1.3087564447369129,0.8831644286780963,True,False,False,False,True,False,False,False,True,False,True,False
307,51,-1.0675827619988856e-15,0.047428040054394875,True,False,True,False,False,False,False,False,False,False,True,True
308,53,0.10676511245557652,-0.09186135804955536,False,True,False,False,False,False,False,False,False,False,False,True
309,49,-0.9449773032905928,-1.136531843829182,False,False,False,True,False,False,True,False,False,False,False,True
310,73,0.48238740379349415,0.8135197296261212,False,True,False,False,False,False,False,False,False,False,True,True
311,66,-0.7196039284878423,-0.7883083485693065,True,True,False,False,False,True,False,False,False,False,True,True
312,67,-1.0675827619988856e-15,0.047428040054394875,True,False,False,True,False,False,False,False,False,False,True,False
313,68,-0.1937327206147576,0.047428040054394875,False,False,True,False,False,False,False,False,False,False,False,False
314,59,-0.4191060954175082,0.46529623436624556,False,False,True,False,False,True,False,False,False,False,True,False
315,71,-0.2688571788823411,-0.2311507561535056,True,False,True,False,False,False,True,False,False,False,True,True
316,77,0.9331341533989953,1.5796114191978474,False,False,False,True,False,False,False,True,False,False,True,False
317,83,0.18188957072316003,0.6742303315221709,True,False,True,False,False,False,False,False,False,False,True,True
318,63,-1.0675827619988856e-15,0.047428040054394875,True,True,False,False,False,False,False,False,False,False,True,True
319,56,-1.0675827619988856e-15,0.047428040054394875,False,False,False,True,False,False,False,False,False,False,False,True
320,67,0.7077607785962448,1.0920985258340217,False,False,True,False,False,False,True,False,False,False,False,False
321,75,-1.0675827619988856e-15,0.7438750305741461,False,False,False,False,True,False,True,False,False,False,True,True
322,71,0.8580096951314118,0.8135197296261212,False,False,True,False,False,False,False,False,True,False,True,True
323,43,-1.2454751363609269,-1.066887144777207,False,False,True,False,False,False,False,False,False,True,False,True
324,41,-1.7713463442340116,-1.7633341352969583,False,False,True,False,False,False,True,False,False,False,False,True
325,82,1.5341298195396635,1.788545516353773,False,False,True,False,False,False,False,False,True,False,True,True
326,61,-0.6444794702202588,-0.440084853309431,True,False,True,False,False,False,False,False,True,False,True,True
327,28,-1.0675827619988856e-15,0.047428040054394875,True,False,False,False,False,False,False,False,False,False,False,True
328,82,-1.0675827619988856e-15,0.047428040054394875,True,False,True,False,False,False,False,False,False,False,True,False
329,41,-1.0952262198257599,-1.2061765428811573,False,True,False,False,False,False,False,False,False,True,True,True
330,71,-0.7196039284878423,-0.509729552361406,True,False,True,False,False,False,True,False,False,False,True,True
331,47,-2.4474664686422636,-2.320491727712759,True,False,True,False,False,False,False,False,False,False,True,True
332,62,-1.0201017615581764,-1.066887144777207,True,False,False,False,True,False,False,False,False,False,True,False
333,90,0.6326363203286612,0.8831644286780963,True,True,False,False,False,False,False,False,False,False,True,True
334,83,1.7595031943424142,1.858190215405748,False,False,True,False,False,True,False,False,False,False,True,True
335,61,-0.11860826234717407,-0.1615060571015305,False,True,False,False,False,False,False,False,True,False,False,True
336,76,0.031640654187992986,0.047428040054394875,True,False,False,True,False,False,False,False,False,True,True,False
337,49,-1.3957240528960941,-1.7633341352969583,True,False,True,False,False,False,False,False,False,False,True,True
338,24,-2.37234201037468,-2.87764932012856,False,True,False,False,False,False,False,False,False,True,False,True
339,35,-1.0952262198257599,-0.5793742514133812,False,False,False,True,False,False,False,False,False,True,False,False
340,58,-0.6444794702202588,-1.136531843829182,True,False,True,False,False,False,True,False,False,False,False,True
341,61,0.25701402899074355,-0.37044015425745586,False,False,True,False,False,False,True,False,False,False,True,True
342,69,0.48238740379349415,0.39565153531427044,False,True,False,False,False,False,True,False,False,False,True,False
343,67,0.18188957072316003,-0.09186135804955536,True,False,False,True,False,False,False,False,False,False,True,False
344,79,0.25701402899074355,-0.09186135804955536,True,False,False,True,False,False,False,False,True,False,True,True
345,72,0.7828852368638283,0.46529623436624556,False,False,True,False,False,False,True,False,False,False,True,True
346,62,-1.0675827619988856e-15,0.047428040054394875,True,True,False,False,False,False,False,False,False,False,True,True
347,77,1.8346276526099976,1.858190215405748,False,False,True,False,False,True,False,False,False,False,True,False
348,75,0.33213848725832706,-0.1615060571015305,True,False,False,True,False,False,True,False,False,False,False,True
349,87,0.33213848725832706,0.5349409334182207,True,False,False,False,True,False,False,False,False,False,True,True
350,52,-0.34398163714992464,0.047428040054394875,False,True,False,False,False,True,False,False,False,False,True,True
351,66,-1.0675827619988856e-15,-1.136531843829182,True,False,False,False,True,False,False,False,True,False,True,True
352,63,0.6326363203286612,0.8135197296261212,False,False,True,False,False,False,False,False,True,False,True,False
353,46,-0.8698528450230093,-0.7883083485693065,False,False,True,False,False,False,False,False,False,False,True,True
354,59,0.10676511245557652,0.11707273910636999,False,False,True,False,False,False,False,False,True,False,True,True
355,61,0.18188957072316003,0.11707273910636999,False,True,False,False,False,True,False,False,False,False,True,True
356,63,-0.6444794702202588,-0.509729552361406,True,False,False,False,False,False,False,False,False,False,True,True
357,42,-0.2688571788823411,0.047428040054394875,False,False,True,False,False,False,False,False,True,False,False,False
358,59,-0.5693550119526752,-0.509729552361406,True,False,False,True,False,False,False,False,True,False,False,True
359,80,1.5341298195396635,1.4403220210938972,False,False,False,True,False,False,False,False,True,False,True,True
360,58,-0.5693550119526752,-0.6490189504653563,False,True,False,False,False,False,True,False,False,False,True,True
361,85,1.0833830699341624,0.6742303315221709,True,True,False,False,False,False,False,False,False,True,True,False
362,52,-0.8698528450230093,-0.7186636495173314,False,False,True,False,False,False,False,False,True,False,True,True
363,27,-2.672839843445014,-2.5294258248686847,False,False,False,True,False,False,False,False,False,True,False,True
364,59,-0.7196039284878423,-0.7186636495173314,True,False,True,False,False,False,False,False,True,False,True,True
365,49,-0.8698528450230093,-0.5793742514133812,True,False,False,False,False,True,False,False,False,False,False,False
366,69,-0.8698528450230093,-1.066887144777207,True,False,True,False,False,False,True,False,False,False,True,False
367,61,-0.2688571788823411,-0.509729552361406,True,False,True,False,False,True,False,False,False,False,False,True
368,44,-0.4191060954175082,-0.7186636495173314,False,False,False,False,False,False,False,False,False,True,False,True
369,73,1.0833830699341624,1.1617432248859967,False,False,False,True,False,False,False,False,False,True,True,True
370,84,-1.0675827619988856e-15,0.047428040054394875,True,False,False,False,True,False,False,False,False,False,True,True
371,45,-1.0675827619988856e-15,0.047428040054394875,False,False,True,False,False,False,False,False,False,False,False,False
372,74,0.33213848725832706,0.25636213721032025,True,False,False,True,False,False,False,False,False,True,True,True
373,82,2.0600010274127483,1.9278349144577231,False,False,False,True,False,False,False,False,True,False,True,False
374,59,0.031640654187992986,0.3260068362622954,False,False,False,True,False,True,False,False,False,False,True,True
375,46,-1.9967197190367623,-1.9026235334009085,True,False,False,False,True,False,False,False,False,False,False,True
376,80,1.5341298195396635,0.9528091277300714,False,False,False,True,False,False,False,False,False,True,True,True
377,85,1.9097521108775812,2.2064137106656236,False,False,False,True,False,False,False,True,False,False,False,False
378,71,1.0082586116665788,0.6045856324701958,False,False,False,False,False,False,False,False,False,True,True,True
379,66,-0.4191060954175082,-0.440084853309431,True,False,False,False,False,True,False,False,False,False,True,True
380,80,1.2336319864693295,1.0224538267820464,False,True,False,False,False,False,False,False,False,False,True,True
381,87,2.2853744022154987,1.858190215405748,True,False,True,False,False,False,False,False,False,False,True,False
382,79,-1.0675827619988856e-15,0.1867174381583451,True,False,True,False,False,False,False,False,False,False,False,True
383,38,-1.5459729694312612,-1.624044737193008,False,False,False,False,True,False,False,False,False,True,False,True
384,38,-1.9967197190367623,-1.7633341352969583,False,False,False,False,False,False,False,False,False,True,False,True
385,67,0.48238740379349415,0.46529623436624556,False,False,False,False,True,False,False,False,True,False,True,True
386,64,0.25701402899074355,0.11707273910636999,False,False,False,False,True,True,False,False,False,False,True,True
387,57,0.6326363203286612,-0.09186135804955536,False,False,True,False,False,False,False,False,False,False,False,True
388,62,-0.4191060954175082,-0.30079545520548073,False,False,False,True,False,False,True,False,False,False,True,True
389,73,0.031640654187992986,0.46529623436624556,True,False,False,True,False,False,False,True,False,False,True,True
390,73,-0.1937327206147576,-0.6490189504653563,True,False,False,False,True,False,False,False,False,True,False,False
391,77,-0.11860826234717407,0.6045856324701958,False,False,False,True,False,False,False,False,True,False,True,True
392,76,-0.1937327206147576,-0.09186135804955536,True,False,False,False,True,False,False,False,True,False,True,True
393,57,-1.1703506780933435,-0.8579530476212817,True,False,True,False,False,False,False,False,False,False,True,False
394,65,0.33213848725832706,0.6045856324701958,False,False,True,False,False,False,False,False,False,True,True,False
395,48,-1.8464708025015952,-1.9026235334009085,True,False,False,False,False,False,True,False,False,False,False,True
396,50,-0.1937327206147576,-0.37044015425745586,False,True,False,False,False,False,True,False,False,False,False,True
397,85,1.45900536127208,1.858190215405748,False,False,True,False,False,False,False,False,False,False,True,True
398,74,-0.4942305536850917,-0.7883083485693065,True,True,False,False,False,False,False,False,False,True,True,True
399,60,-0.7947283867554258,-0.9972424457252319,True,False,False,True,False,False,False,False,False,True,True,True
400,59,-1.1703506780933435,-0.09186135804955536,False,False,True,False,False,False,False,False,False,True,True,False
401,53,-1.9967197190367623,-1.7633341352969583,True,False,False,False,False,False,False,False,True,False,True,True
402,49,-0.34398163714992464,-0.9275977466732568,False,False,False,False,False,False,False,False,True,False,False,True
403,88,2.210249943947915,2.2064137106656236,False,False,False,True,False,False,True,False,False,False,True,False
404,54,-0.7947283867554258,-0.440084853309431,False,False,True,False,False,False,True,False,False,False,True,True
405,63,0.25701402899074355,-0.022216658997580244,False,False,True,False,False,False,False,False,False,True,True,True
406,65,-0.34398163714992464,-0.37044015425745586,True,True,False,False,False,False,False,False,False,False,True,False
407,82,0.7828852368638283,0.6045856324701958,False,True,False,False,False,False,False,False,False,False,True,True
408,52,-0.9449773032905928,-0.8579530476212817,False,False,False,True,False,False,True,False,False,False,False,False
409,87,1.0833830699341624,1.1617432248859967,True,False,False,True,False,False,False,False,False,False,True,False
410,70,0.10676511245557652,0.39565153531427044,False,False,False,True,False,False,False,True,False,False,True,False
411,84,-1.0675827619988856e-15,0.047428040054394875,True,False,False,False,True,False,False,False,False,False,True,False
412,71,-0.2688571788823411,-0.5793742514133812,True,False,False,True,False,False,False,False,False,False,True,True
413,63,-0.1937327206147576,-0.09186135804955536,True,True,False,False,False,False,False,False,False,True,True,False
414,51,0.18188957072316003,0.7438750305741461,False,False,True,False,False,True,False,False,False,False,False,False
415,84,0.25701402899074355,0.047428040054394875,True,False,False,False,True,False,True,False,False,False,True,True
416,71,0.33213848725832706,-0.022216658997580244,True,False,True,False,False,True,False,False,False,False,True,False
417,74,0.25701402899074355,-0.09186135804955536,True,False,True,False,False,False,False,False,False,False,True,True
418,68,-0.7947283867554258,-0.440084853309431,True,False,False,True,False,False,False,False,True,False,True,True
419,57,-1.0201017615581764,-0.9972424457252319,True,False,False,False,True,False,True,False,False,False,False,False
420,82,1.7595031943424142,1.7189008173017977,False,False,True,False,False,False,False,False,False,False,False,False
421,57,-0.8698528450230093,-0.30079545520548073,False,False,False,True,False,False,True,False,False,False,True,False
422,47,-0.8698528450230093,-0.09186135804955536,False,False,False,True,False,False,False,True,False,False,False,False
423,59,1.1585075282017459,0.8135197296261212,False,False,False,False,False,False,False,False,False,True,True,False
424,41,-2.2972175521070963,-2.3901364267647343,True,True,False,False,False,False,False,False,True,False,False,True
425,62,-1.0675827619988856e-15,-0.440084853309431,False,False,True,False,False,False,False,False,True,False,False,True
426,86,1.0082586116665788,1.231387923937972,True,False,True,False,False,True,False,False,False,False,True,True
427,69,0.10676511245557652,-0.2311507561535056,True,False,True,False,False,False,False,False,False,True,False,True
428,65,-0.7947283867554258,-1.066887144777207,True,False,False,False,False,False,False,False,False,True,False,True
429,68,-0.4942305536850917,-0.9972424457252319,True,False,True,False,False,False,False,False,False,True,False,True
430,64,-0.2688571788823411,-0.6490189504653563,True,False,True,False,False,False,False,False,False,False,False,True
431,61,0.18188957072316003,0.11707273910636999,False,False,True,False,False,False,True,False,False,False,True,True
432,61,-1.0675827619988856e-15,-0.9275977466732568,True,False,True,False,False,False,True,False,False,False,True,True
433,47,-0.7947283867554258,-1.2758212419331323,False,False,False,False,False,False,False,False,False,True,False,True
434,73,-0.2688571788823411,-0.1615060571015305,True,False,True,False,False,False,False,False,False,True,True,True
435,50,-1.6210974276988446,-1.066887144777207,True,False,True,False,False,False,False,False,True,False,False,False
436,75,-1.0675827619988856e-15,-0.30079545520548073,True,False,False,True,False,False,False,False,False,False,True,True
437,75,-0.2688571788823411,0.3260068362622954,True,False,False,True,False,False,False,False,False,False,False,True
438,70,-1.0201017615581764,-1.2061765428811573,True,False,True,False,False,False,True,False,False,False,True,True
439,89,-1.0675827619988856e-15,0.047428040054394875,True,False,False,True,False,False,False,False,False,False,True,False
440,67,0.8580096951314118,0.7438750305741461,False,False,True,False,False,False,False,False,True,False,True,False
441,78,0.8580096951314118,0.8135197296261212,False,False,False,True,False,False,True,False,False,False,True,True
442,59,0.25701402899074355,0.047428040054394875,False,False,False,False,False,False,False,False,False,True,False,True
443,73,1.0082586116665788,0.5349409334182207,False,True,False,False,False,False,False,False,False,False,True,True
444,79,0.9331341533989953,0.3260068362622954,True,False,False,False,False,False,False,False,False,True,False,True
445,67,-1.0675827619988856e-15,0.6045856324701958,False,False,True,False,False,False,False,False,False,True,True,False
446,69,-0.2688571788823411,-0.5793742514133812,True,False,False,True,False,False,False,False,True,False,False,True
447,86,0.8580096951314118,0.8135197296261212,True,False,True,False,False,False,True,False,False,False,True,False
448,47,-1.7713463442340116,-1.8329788343489333,True,True,False,False,False,False,True,False,False,False,True,True
449,81,0.25701402899074355,0.25636213721032025,True,True,False,False,False,False,False,False,False,False,True,True
450,64,1.1585075282017459,1.1617432248859967,False,False,True,False,False,False,False,False,True,False,False,False
451,100,-1.0675827619988856e-15,1.9974796135096982,False,False,False,False,True,False,False,False,False,False,True,True
452,65,0.5575118620610777,0.39565153531427044,False,False,True,False,False,False,False,False,False,False,False,True
453,65,-0.8698528450230093,-1.3454659409851075,True,False,True,False,False,False,False,False,True,False,False,True
454,53,-0.6444794702202588,-0.440084853309431,False,False,True,False,False,False,False,False,False,False,False,True
455,37,-1.0201017615581764,-1.4847553390890578,True,False,True,False,False,True,False,False,False,False,False,True
456,79,1.45900536127208,1.4403220210938972,False,False,False,True,False,True,False,False,False,False,True,True
457,53,-1.1703506780933435,-1.4151106400370825,True,False,False,True,False,False,False,False,False,False,False,True
458,100,2.2853744022154987,2.2064137106656236,False,False,False,False,True,True,False,False,False,False,True,True
459,72,-0.34398163714992464,-0.022216658997580244,True,True,False,False,False,False,True,False,False,False,True,False
460,53,-0.8698528450230093,-0.9275977466732568,True,False,True,False,False,True,False,False,False,False,False,True
461,54,-1.1703506780933435,-1.624044737193008,True,True,False,False,False,False,False,False,True,False,False,True
462,71,0.031640654187992986,0.5349409334182207,False,False,False,False,True,False,False,False,True,False,True,True
463,77,1.5341298195396635,1.5796114191978474,False,False,True,False,False,False,False,False,True,False,False,True
464,75,-0.8698528450230093,-0.440084853309431,True,False,False,False,False,True,False,False,False,False,True,False
465,84,1.3087564447369129,1.5796114191978474,False,False,True,False,False,False,False,False,True,False,True,True
466,26,-2.8982132182477645,-2.1115576305568338,False,False,False,True,False,False,False,False,False,False,False,True
467,72,-0.1937327206147576,-0.2311507561535056,True,False,False,False,False,False,True,False,False,False,False,False
468,77,1.3838809030044965,1.1617432248859967,False,False,False,False,False,False,True,False,False,False,False,False
469,91,0.33213848725832706,0.5349409334182207,True,False,True,False,False,False,False,False,True,False,True,True
470,83,1.1585075282017459,1.5099667201458724,False,False,True,False,False,False,False,False,False,False,True,False
471,63,-0.04348380407959054,0.39565153531427044,False,False,True,False,False,False,True,False,False,False,True,True
472,68,1.2336319864693295,1.0920985258340217,False,False,True,False,False,False,False,False,False,False,True,False
473,59,-0.1937327206147576,-0.509729552361406,False,False,False,True,False,False,False,False,False,True,True,True
474,90,1.5341298195396635,1.5796114191978474,False,True,False,False,False,False,False,False,False,False,True,False
475,71,0.48238740379349415,1.0224538267820464,False,False,False,True,False,True,False,False,False,False,True,False
476,76,-0.5693550119526752,-0.1615060571015305,True,False,False,False,True,True,False,False,False,False,True,False
477,80,-0.11860826234717407,0.25636213721032025,True,False,False,True,False,False,False,False,False,False,True,True
478,55,-0.4191060954175082,0.11707273910636999,False,False,False,True,False,False,False,True,False,False,True,True
479,76,0.10676511245557652,-0.09186135804955536,True,False,False,False,True,False,False,False,False,False,True,True
480,73,0.10676511245557652,-0.022216658997580244,True,True,False,False,False,False,True,False,False,False,True,False
481,52,-0.7947283867554258,-0.8579530476212817,False,False,False,True,False,False,False,False,False,False,False,True
482,68,-0.11860826234717407,-0.509729552361406,True,False,True,False,False,False,False,False,True,False,False,True
483,59,-1.3205995946285105,-1.5544000381410328,True,False,False,False,False,False,True,False,False,False,True,True
484,49,-1.3205995946285105,-0.9972424457252319,False,True,False,False,False,False,False,False,False,False,True,True
485,70,0.33213848725832706,0.1867174381583451,True,False,True,False,False,False,True,False,False,False,True,True
486,61,-1.6962218859664282,-0.8579530476212817,True,False,False,True,False,False,False,False,True,False,False,True
487,60,0.40726294552591064,0.39565153531427044,False,False,True,False,False,False,False,False,False,False,False,True
488,64,-1.2454751363609269,-0.7883083485693065,True,True,False,False,False,False,False,False,False,True,True,False
489,79,0.9331341533989953,0.9528091277300714,True,False,False,False,False,False,False,False,False,False,False,False
490,65,1.1585075282017459,0.5349409334182207,False,False,False,False,False,False,False,False,False,False,False,True
491,64,-0.4191060954175082,0.11707273910636999,False,False,True,False,False,False,False,False,False,False,True,True
492,83,1.0082586116665788,1.5099667201458724,False,False,True,False,False,False,False,False,True,False,True,True
493,81,-1.0675827619988856e-15,0.047428040054394875,False,False,True,False,False,False,False,False,False,False,True,True
494,54,-0.4191060954175082,-0.022216658997580244,False,True,False,False,False,False,True,False,False,False,True,True
495,68,-0.4191060954175082,-0.1615060571015305,True,False,False,True,False,False,True,False,False,False,True,False
496,54,-1.6210974276988446,-1.136531843829182,False,False,True,False,False,False,False,False,True,False,True,True
497,59,0.6326363203286612,0.5349409334182207,False,False,False,True,False,False,False,False,True,False,False,False
498,66,-0.04348380407959054,-0.022216658997580244,False,True,False,False,False,False,False,False,False,True,True,True
499,76,-1.0675827619988856e-15,0.047428040054394875,True,False,False,False,True,False,False,False,False,False,True,True
500,74,0.7077607785962448,0.9528091277300714,False,False,False,True,False,False,False,True,False,False,True,True
501,94,1.3087564447369129,1.6492561182498227,False,True,False,False,False,False,False,False,False,False,True,False
502,63,-0.6444794702202588,-0.9972424457252319,True,False,True,False,False,False,False,False,True,False,False,True
503,95,1.45900536127208,1.6492561182498227,False,False,False,False,True,False,False,False,False,False,True,False
504,40,-0.7947283867554258,-0.9972424457252319,False,False,False,True,False,False,False,True,False,False,False,True
505,82,0.9331341533989953,0.8135197296261212,False,True,False,False,False,False,False,False,False,True,True,True
506,68,0.031640654187992986,-0.1615060571015305,True,False,False,False,False,False,True,False,False,False,True,True
507,55,-0.7947283867554258,-0.9972424457252319,True,True,False,False,False,True,False,False,False,False,False,True
508,79,0.6326363203286612,0.6045856324701958,True,False,True,False,False,False,False,True,False,False,True,True
509,86,1.6843787360748306,1.301032622989947,False,False,True,False,False,True,False,False,False,False,True,True
510,76,0.10676511245557652,0.3260068362622954,True,False,False,True,False,False,False,False,True,False,True,True
511,64,-1.4708485111636775,-1.7633341352969583,True,False,False,False,False,False,False,False,False,True,True,True
512,62,-1.5459729694312612,-1.136531843829182,True,False,False,True,False,False,False,False,False,True,False,True
513,54,-1.0675827619988856e-15,0.047428040054394875,False,True,False,False,False,False,False,False,False,False,True,False
514,77,2.0600010274127483,1.788545516353773,False,True,False,False,False,False,False,True,False,False,False,False
515,76,1.3087564447369129,1.1617432248859967,False,False,True,False,False,False,False,False,False,True,True,False
516,74,1.45900536127208,1.0920985258340217,False,False,False,True,False,False,False,False,True,False,True,True
517,66,0.33213848725832706,0.3260068362622954,False,False,False,False,True,False,False,False,True,False,True,False
518,66,0.6326363203286612,0.6742303315221709,False,False,False,True,False,False,False,False,False,True,True,False
519,67,0.6326363203286612,0.7438750305741461,False,True,False,False,False,False,True,False,False,False,False,False
520,71,-1.5459729694312612,-1.136531843829182,True,False,False,True,False,False,False,False,True,False,True,True
521,91,-1.0675827619988856e-15,0.047428040054394875,False,False,True,False,False,False,False,False,False,False,True,True
522,69,-1.0675827619988856e-15,-0.7883083485693065,True,False,False,True,False,False,False,False,False,False,True,True
523,54,-0.7947283867554258,-1.2758212419331323,True,False,True,False,False,False,False,True,False,False,False,True
524,53,-1.3205995946285105,-1.3454659409851075,True,False,True,False,False,False,True,False,False,False,True,False
525,68,-0.7196039284878423,-0.6490189504653563,True,False,False,False,True,False,False,False,True,False,True,True
526,56,-0.6444794702202588,-0.5793742514133812,True,False,True,False,False,False,False,False,False,True,False,False
527,36,-1.0675827619988856e-15,0.047428040054394875,False,False,True,False,False,False,False,False,False,False,False,True
528,29,-1.0675827619988856e-15,-1.4847553390890578,False,False,False,True,False,True,False,False,False,False,False,True
529,62,-1.0675827619988856e-15,0.11707273910636999,False,False,True,False,False,False,False,False,False,False,True,True
530,68,-0.1937327206147576,0.3260068362622954,False,False,True,False,False,False,False,False,False,False,True,False
531,47,-1.1703506780933435,-1.066887144777207,False,False,True,False,False,False,False,False,False,True,True,True
532,62,-0.6444794702202588,-0.7186636495173314,True,False,False,False,True,False,False,False,False,False,True,False
533,79,1.3838809030044965,1.788545516353773,False,False,False,False,True,False,False,False,False,False,True,False
534,73,-1.0675827619988856e-15,-0.022216658997580244,True,True,False,False,False,False,True,False,False,False,True,False
535,66,1.0082586116665788,1.0224538267820464,False,False,True,False,False,True,False,False,False,False,False,False
536,51,-0.7196039284878423,-0.7186636495173314,True,False,True,False,False,False,False,False,False,False,True,False
537,51,-0.2688571788823411,-0.440084853309431,False,False,False,True,False,False,True,False,False,False,True,True
538,85,-0.2688571788823411,0.1867174381583451,True,False,False,False,True,True,False,False,False,False,True,False
539,97,1.6843787360748306,1.231387923937972,True,False,False,False,False,False,False,False,False,False,True,False
540,75,-0.04348380407959054,-0.022216658997580244,True,False,True,False,False,False,True,False,False,False,True,False
541,79,0.9331341533989953,0.8135197296261212,True,False,False,True,False,False,False,False,False,False,False,False
542,81,-1.0675827619988856e-15,0.047428040054394875,False,False,True,False,False,False,False,False,False,False,True,True
543,82,-1.0675827619988856e-15,0.047428040054394875,False,False,False,True,False,False,False,False,False,False,True,True
544,64,-0.4942305536850917,-0.1615060571015305,False,False,False,True,False,False,False,True,False,False,True,True
545,78,1.0082586116665788,0.8135197296261212,True,False,False,False,True,False,False,False,False,True,False,False
546,92,2.2853744022154987,1.9974796135096982,False,False,False,False,False,False,False,False,False,True,True,False
547,72,-0.1937327206147576,-0.30079545520548073,True,False,True,False,False,False,True,False,False,False,True,False
548,62,-1.0675827619988856e-15,0.047428040054394875,False,False,True,False,False,False,False,False,False,False,False,True
549,79,-1.0675827619988856e-15,0.047428040054394875,True,False,True,False,False,False,False,False,False,False,True,True
550,79,0.48238740379349415,-0.2311507561535056,True,False,True,False,False,False,False,False,False,True,False,True
551,87,1.5341298195396635,1.3706773220419222,True,True,False,False,False,True,False,False,False,False,False,False
552,40,-1.6210974276988446,-1.2758212419331323,False,True,False,False,False,False,False,False,False,False,True,True
553,77,-0.5693550119526752,-0.30079545520548073,True,False,False,True,False,False,False,False,True,False,False,True
554,53,-1.0675827619988856e-15,-1.9722682324528835,True,False,False,False,True,False,False,False,False,False,True,True
555,32,-2.2972175521070963,-2.4597811258167095,False,False,True,False,False,False,False,False,True,False,False,True
556,55,0.18188957072316003,0.7438750305741461,False,False,True,False,False,False,False,False,False,False,True,False
557,61,-0.1937327206147576,-0.1615060571015305,True,False,True,False,False,False,False,True,False,False,False,True
558,53,0.031640654187992986,0.11707273910636999,False,True,False,False,False,False,False,False,False,False,False,True
559,73,-1.0675827619988856e-15,-0.440084853309431,True,False,False,True,False,False,False,False,False,True,True,True
560,74,0.40726294552591064,0.7438750305741461,False,False,False,True,False,False,False,False,True,False,True,False
561,63,0.33213848725832706,0.39565153531427044,False,False,True,False,False,False,False,False,True,False,True,True
562,96,1.5341298195396635,1.6492561182498227,True,False,True,False,False,True,False,False,False,False,True,False
563,63,0.7828852368638283,0.8135197296261212,False,False,False,True,False,False,False,False,True,False,False,False
564,48,-1.3957240528960941,-1.5544000381410328,True,True,False,False,False,True,False,False,False,False,False,True
565,48,-1.9967197190367623,-1.624044737193008,True,True,False,False,False,False,False,False,False,False,True,True
566,92,2.2853744022154987,2.2064137106656236,False,False,False,False,True,True,False,False,False,False,False,False
567,61,0.10676511245557652,0.6742303315221709,False,False,False,True,False,False,False,True,False,False,False,False
568,63,-1.6210974276988446,-1.4847553390890578,True,True,False,False,False,False,True,False,False,False,False,True
569,68,-0.11860826234717407,-0.09186135804955536,True,False,False,True,False,True,False,False,False,False,False,True
570,71,-1.0675827619988856e-15,0.047428040054394875,True,True,False,False,False,False,False,False,False,False,True,False
571,91,1.9848765691451646,1.6492561182498227,True,False,False,False,False,True,False,False,False,False,True,True
572,53,-0.5693550119526752,-0.8579530476212817,False,False,True,False,False,False,False,False,True,False,True,True
573,50,-0.2688571788823411,-0.30079545520548073,False,False,True,False,False,False,True,False,False,False,False,False
574,74,0.8580096951314118,0.1867174381583451,False,False,False,False,True,False,True,False,False,False,True,True
575,40,-1.0952262198257599,-1.066887144777207,True,False,False,False,False,False,False,False,False,False,False,False
576,61,-1.3957240528960941,-1.136531843829182,True,False,False,False,False,False,False,False,True,False,True,False
577,81,1.609254277807247,1.4403220210938972,False,True,False,False,False,False,True,False,False,False,True,True
578,48,-1.0675827619988856e-15,0.047428040054394875,False,True,False,False,False,False,False,False,False,False,False,False
579,53,-0.6444794702202588,-0.022216658997580244,False,False,False,True,False,False,False,True,False,False,True,True
580,81,2.0600010274127483,1.9278349144577231,False,False,False,True,False,False,False,False,False,True,True,True
581,77,0.7077607785962448,0.8135197296261212,False,False,False,False,True,False,False,False,False,True,True,True
582,63,0.25701402899074355,0.6742303315221709,False,False,False,True,False,True,False,False,False,False,False,True
